名字,开放时间,评分,建议游玩时间,门票,来源城市
"兴坪古镇Xingping Ancient Town","8:30-17:30",4.1,72,120,桂林
"东西巷Dongxi Lane","全天开放",4.4,2.5,89,桂林
"富里桥Fuli Bridge","具体开放时间请咨询景区",4.4,0.3,358,桂林
"大榕树Large banyan","1/1-12/31 08:00-17:30",4,1.5,21.5,桂林
"七星景区Seven Star Park","8:00-18:00；其中小景点开放时间详见景区现场公示。",4.2,2.5,27.5,桂林
"独秀峰王城景区Duxiu Peak Palace Destination","05/01-10/07 08:00-18:30;03/01-04/30 07:30-18:00;12/08-2/28 08:00-18:00;10/08-12/07 07:30-18:00",4.6,3.5,89,桂林
"灵渠Lingqu","5/1-10/31 08:30-18:30;11/1-4/30 08:00-18:00",4.4,2.5,45,桂林
"日月双塔Sun and Moon Pagodas","全年 08:00-22:00",4.5,1,53,桂林
"龙颈河漂流Longjing River Rafting","全年 13:00-16:00",4.7,3,198,桂林
"冠岩Crown Rock","全年 08:30-16:00",4.3,1.75,18.9,桂林
"芦笛岩Ludi Cave (Reed Flute Cave)","全年 09:00-17:00",4.7,1,39.9,桂林
"月亮山Moon Hill","8:00-17:30",4.2,1.5,22,桂林
"漓江古东景区Minjiang River Gudong Scenic Area","8:30-17:00",4.6,3.5,54.8,桂林
"图腾古道Totem Ancient Trail","8:00-17:30",4,1.5,110,桂林
"叠彩山Folded Brocade Hill","04/01-10/31 06:30-18:30;11/1-03/31 07:00-18:00",4.6,2,24.8,桂林
"尧山Yao Mountain","4月1日-11月30日 8:00-18:00，12月1日-次年3月31日 8:00-17:00",4.3,2.5,28,桂林
"桂林猫儿山Guilin Maoer Mountain","5/1-10/9 07:30-18:00;10/10-4/30 08:00-17:30",4.6,4.5,25,桂林
"桂林丹霞八角寨景区Ghuilin Danxia Bajiaozhai Scenic Area","8:00-17:00",4.5,2.5,128,桂林
"世外桃源Shiwai Taoyuan","全年 08:00-17:30",4.5,1.5,54.5,桂林
"金水岩Gold Water Cave","8:30-18:00，具体开放时间详见景区现场公示。",3.7,2.5,84,桂林
"聚龙潭Julongtan","全年 08:00-17:00",4.1,2.5,49,桂林
"九马画山‎Nine horses mountain scenic spot","全天开放",4.4,1.5,6,桂林
"榕杉湖景区Rongshanhu Tourism Resort","全年 全天开放",4.7,2.5,7,桂林
"旧县村Jiuxian Ancient Village","全年 全天开放",4.3,2.5,80,桂林
"阳朔公园Yangshuo Park","全年 全天开放",4.4,3,7,桂林
"兴坪渔村","全天",3.8,4,20,桂林
"木龙湖景区Guilin Mulong Lake","全年 08:00-19:00",4.2,2,30.4,桂林
"大界千层天梯观景点Thousand-Step High Ladder Scenic Spot","全天",4.8,72,80,桂林
"山水园Shanshui Gardens","全年 08:00-16:30",4.6,3.5,19.4,桂林
"解放桥","全天",4.3,1.5,0,桂林
"田头寨Tiantouzhai","全天",4.7,2,0,桂林
"遇龙桥Yulong Bridge","全年 全天开放",4.4,0.3,0,桂林
"刘三姐大观园Liu Sanjie Grand View Garden","8:30-17:30",3.9,3,56.9,桂林
"穿山景区Guilin Chuanshan Scenic Resort","全年 09:00-16:30",4.4,1,4,桂林
"金佛顶观景点Jinfoding Viewpoint","全年 全天开放",4.7,1.5,8,桂林
"燕村","全天",3.5,2,0,桂林
"桂湖(桂林)Guihu Lake (Guilin)","全天",4.7,2.5,0,桂林
"黄洛瑶寨Huangluo Yao Village","包含于龙脊梯田景区，景区开放时间为全天开放，景点开放时间详见景区现场公示。",4.4,2.5,8,桂林
"南溪山景区Nanxi Mountain Scenic Area","3月20日-10月31日（夏时制）7:30-18:00；11月1日-次年3月19日（冬时制）8:00-17:30；白龙洞：取票时间截止到17:00；具体开放时间以景区当日现场时间为准。",4.3,1.5,0.5,桂林
"虞山公园Yushan Park","7:30-18:00",4.4,2.5,12.9,桂林
"乳洞岩Rudong Rock","全年 全天开放",3.5,1.5,0,桂林
"鲤鱼挂壁","全天",3,0.5,0,桂林
"乡吧岛","全天",5,0.5,0,桂林
"靖江王陵Mausoleums of Jingjiang Princes","全年 09:00-16:30",4.2,1,28,桂林
"五排河漂流Wupaihe Drifting","漂流每天发三班：8:30-9:00、13:00-13:30、16:30-17:00。",4.6,2,236,桂林
"桂林荔浦荔江湾Guilin Lipu Lijiang Bay","3月1日-10月31日8:00-17:30；11月1日-次年2月29日8:00-17:00。",4.3,2.5,60,桂林
"双滩Shuangtan","全年 全天开放",3.6,2,0,桂林
"叶剑英纪念园Ye Jianying Memorial Park","9:00-17:00，16:30停止入馆。",4.5,2.5,0,梅州
"雁南飞茶田景区Yannanfei Tea Fields","1/1-12/31 全天开放",4.3,5,70,梅州
"龙归寨瀑布Longguizhai Waterfall","7:30-19:00",4.2,2.5,48,梅州
"梅江","全天",4,1.5,0,梅州
"梅州客天下景区Meizhou Ketianxia Scenic Area","全年 08:00-21:00",4.1,4.5,68,梅州
"丘逢甲故居Qiufengjia Former Residence",,5,2,7,梅州
"桥溪古韵Yannan Feiqiao Stream Scenic Area","8:00-17:30",4.6,1,75,梅州
"梅州五指石Meizhou Five Finger Stone","8:00-17:00",4.4,5.5,144,梅州
"神光山国家森林公园Guangdong Shenguangshan Forest Park","全年 全天开放",4.6,3.5,8,梅州
"天龙顶国家山地公园Tianlongding Mountain Park","9:00-17:00",4.3,12,40,梧州
"梧州大爽河生态游乐景区Wuzhou Dashuang River Ecological Amusement Park","9：00-17：00",3.2,2,10,梧州
"八宝塘Babao Pond","全天",4.5,1,0,梧州
"白云山White Cloud Mountain","全年 全天开放",4.2,3.5,1,梧州
"石龙大峡谷Shilongda Canyon","8:00-17:00",5,12,50,梧州
"黑井古镇Heijing Town","全年 08:30-17:30",4.1,2,15,楚雄州
"彝人古镇The Ancient Town of Yi","全年 09:00-22:00",4.5,3,99,楚雄州
"元谋土林Yuanmou Earth and Forest Scenic Resort","8:00-18:00",4.6,12,70,楚雄州
"光禄古镇","全天",4,24,50,楚雄州
"永仁方山Yongren Square Mountain","全年 08:00-18:00",4.7,2,10,楚雄州
"石羊古镇Shiyang Ancient Town","全年 8:00-17:00",4.4,2,25,楚雄州
"物茂土林（虎跳滩土林）The Wumao Rock Forest (Hutiaoxia [Tiger Leaping Beach] Rock Forest)","7:00-19:00",4.7,1.5,70,楚雄州
"彝族十月太阳历文化园China Yi Ethnic Minority Ten-months Solar Calendar Culture Garden","景区暂时停业，具体详情请以景区公示为准。",4.3,2,99,楚雄州
"大姚县核桃博物馆Dayaoxian Hetao Museum","9:00-17:00   天天开馆",4,0.75,0,楚雄州
"波浪谷The Wave Valley","3/1-11/30 06:30-20:00;12/1-2/28 08:00-17:00",4.5,2.5,580,榆林
"红石峡景区Red Rock Gorge","全年 7:00-19:00",4.5,2.5,28,榆林
"碧麟湾景区Bilinwan Sceneic Area","全年 9:00-19:00",2.2,12,99,榆林
"红碱淖Hongjiannao Wetland","04/01-10/31 06:00-20:00;11/01-12/31 全天不开放 ;01/01-03/31 全天不开放",4.3,4.5,27,榆林
"毛乌素沙漠Maowusu Desert","全年 全天开放",4.2,2,0,榆林
"吴堡古城Wubao Ancient City","全年 全天开放",4.7,1.5,20,榆林
"武威文庙Confucian Temple Changchun","全年 8:30-18:00",4.4,1.5,1.1,武威
"天梯山石窟Tianti Mountain Grottos","全年 8:30-17:30",4.2,1.05,30,武威
"武威海洋世界","营业状态调整频繁，建议提前咨询景区。 开放时间：全年 10:00-21:00",5,2.5,89,武威
"冰沟河生态文化旅游景区Binggouhe Ecology Culture Tourism Sceneic Area","全年 09:00-18:00",3.3,3,120,武威
"古浪县博物馆Gulangxian Museum","全年 周二-周日 08:30-18:00;全年 周一 全天不开放",4.7,1.5,0,武威
"雷台汉文化博物馆Wuweishileitaihanwenhua Museum",,4.2,2.5,45,武威
"武汉大学Wuhan University","全年 全天不开放",4.7,2,259,武汉
"黄鹤楼Yellow Crane Tower","全年 08:30-17:00",4.6,2,65,武汉
"东湖磨山景区Moshan Hill","全天开放",4.6,2,45,武汉
"江汉路步行街Jianghan Road Pedestrian Street","全年 周日 11:00-17:00;全年 周一 10:00-17:00",4.5,2.5,259,武汉
"户部巷Hubu Lane","全天开放；内部商铺开放时间不一，详情以现场公示为准。",4.3,1.5,65,武汉
"东湖樱花园East Lake Cherry Blossom Garden","2/26-4/5 08:00-22:00",4.6,2.5,55,武汉
"东湖East Lake","全天开放",4.7,12,38,武汉
"湖北省博物馆Hubei Provincial Museum","周二至周日（每天9：00开馆，16:00停止入馆，17:00闭馆），周一闭馆（法定节假日除外）。",4.6,3,88,武汉
"昙华林Tan Hualin","全年 全天开放",4.3,3,8,武汉
"晴川阁Qingchuan Pavilion","全年 周二-周日 09:00-17:00;全年 周一 全天不开放",4.6,1.5,0.1,武汉
"木兰草原Mulan Grassland","全年 全天开放",4.6,12,65,武汉
"楚河汉街Chuhehan Street","全天开放",4.6,3,145,武汉
"武汉长江大桥Wuhan Yangtze River Bridge","全天开放",4.7,0.75,90,武汉
"木兰云雾山Mulan Yunwu Mountain","全年 08:00-17:00",4.2,4,55,武汉
"武汉杜莎夫人蜡像馆Madame Tussauds Wax Museum Wuhan","10:00-20:30",4.6,2.5,145,武汉
"武汉博物馆Wuhan Museum","全年 周二-周日 09:00-17:00;全年 周一 全天不开放",4.6,2.5,3,武汉
"长春观Changchun Guan","全年 8:00-16:30",4.4,1.5,7,武汉
"木兰清凉寨Mulan Qingliang Village","全年 08:00-17:30",4.4,12,58,武汉
"锦里沟Jinligou","全年 08:00-18:00",4.3,3,52,武汉
"花乡茶谷旅游景区Huaxiang Chagu Lvyou Dujia Sceneic Area","9:00-18:00。",4.1,3.5,60,武汉
"东湖听涛景区Tingtao Scenic Area","全天开放",4.7,1,45,武汉
"汉口江滩Hankou Riverbank","全天开放，具体以现场实际为准",4.6,1.5,90,武汉
"青龙山森林公园Jiangxia Qinglongshan National Forest Park","全年 全天开放",3.8,4.5,198,武汉
"九真山风景区Jiuzhen Mountain Scenic Area","已开园，详情请以景区公示为准；原开放时间8:30-17:00。",4.3,2.5,50,武汉
"归元禅寺Guiyuan Temple","全年 08:00-17:00",4.5,1.5,0.1,武汉
"武汉东湖海洋世界Wuhan East Lake Ocean World","10/8-4/30 09:00-17:00",4.6,2,91,武汉
"武汉植物园Wuhan Botanical Garden","8:00-17:00",4.6,2.5,32.6,武汉
"辛亥革命武昌起义纪念馆The Museum of Wuchang Uprising of 1911 Revolution","全年 周二-周日 09:00-17:00;全年 周一 全天不开放 ;中国法定节假日 09:00-17:00",4.6,1.5,588,武汉
"东湖梅园East Lake Plum blossom Garden","1/1-3/5 08:00-17:00",4.7,2,40,武汉
"世界城-光谷步行街World City - Valley of Light Pedestrian Street","全年 全天开放",4.5,2.5,198,武汉
"古琴台Guqintai","全年 8:00-17:00",4.3,1.5,5,武汉
"江汉关博物馆Hankow Custom House Museum","9:00-17:00，16:00停止入场；周一闭馆 （国家法定节假日除外）。",4.7,0.35,248,武汉
"武汉海昌极地海洋公园Wuhan Haichang Polar Ocean World","全年 09:00-17:00",4.7,4,245,武汉
"珞珈山Luojia Mountain","全年 全天开放",4.7,1,0,武汉
"武汉国民政府旧址The Former Site of the Wuhan National Government","开放时间周二-周日9:00-16:30，周一闭馆。",4.3,1,0,武汉
"华中科技大学Huazhong Science and Technology University","全年 全天开放",4.7,1,0,武汉
"民众乐园","8:00-20:00",4.5,2,300,武汉
"木兰天池Mulan Tianchi","全年 08:00-17:30;7/1-8/30 19:00-21:30",4.6,12,53,武汉
"辛亥革命博物馆Xinhai Revolution Museum","周二-周日9:00-17:00（16:10停止领票入馆），逢周一闭馆（法定节假日和特殊情况除外）。",4.6,1.5,588,武汉
"武昌城","全天开放",4,0.5,0,武汉
"楚天台Chutiantai Building","8:30-17:00",4.6,0.75,20,武汉
"武汉梨园景区","周一至周日 07:00-18:00",5,2.5,0,武汉
"大禹神话园Dayu Shenhua Park","全年 全天开放",4.5,1.5,0,武汉
"东湖落雁景区Donghu Luoyan Scenic Area","全年 08:00-17:00",4.7,1,65,武汉
"武汉动物园Wuhan Zoo","8:00-20:00，最晚入园时间17:00。",4.5,3,20,武汉
"华中农业大学","周一至周日 全天开放",4.3,2,0,武汉
"九峰国家森林公园Jiufeng National Forest Park","全年 全天开放",4.4,3.5,55,武汉
"百里杜鹃风景区Baili Dujuan (“Hundred Miles of Rhododendrons”) Scenic Area","3/15-4/25(旺季) 08:30-19:30;4/25-12/31 08:30-17:30",4.3,12,130,毕节
"阳光云漫1660彝山花谷Yi Mountain Flower Valley Scenic Area","9:00-17:30",3.1,12,130,毕节
"奢香古镇Shexiang Ancient Town",,4.3,4,7,毕节
"九洞天Jiudongtian Scenic Spot","8:00-17:30",4.2,3,50,毕节
"织金洞Zhijin Cave","具体开放时间以实际预约的时段为准。",4.7,3,135,毕节
"韭菜坪Chive Lawn","全年 10:00-21:00",4.6,3,43,毕节
"赫章国家森林公园Hezhang National Forest Park","全年 全天开放",4.3,1,9,毕节
"平远古镇","全年 08:30-21:30",4.2,12,10,毕节
"舜皇山国家森林公园Shunhuangshan National Forest Park","8:00-18:00",4.3,3.5,35,永州
"上甘棠博物馆Shanggantang Museum","全年 9:00-17:00",4.3,1,18,永州
"浯溪碑林The Wuxi Forest of Steles","全年 08:00-18:00",4.6,1.5,9,永州
"湖美田园景区Humei Bucolic Scenic Spot","全年 08:00-18:00",3.8,12,29,永州
"汉中石门栈道风景区Hanzhong Shimen Catwalk Scenic Area","03/01-11/30(旺季) 08:30-17:30;12/1-2/28(淡季) 08:40-16:50",4.3,2.5,70,汉中
"汉中油菜花海Hanzhong Canola Fields","全年 全天开放",4.7,72,480,汉中
"青木川古镇Qingmuchuan Ancient Town","8:00-17:30",4.5,2.5,53.5,汉中
"红寺湖风景区Hongsihu Sceneic Area","景区已开放，具体详情请以景区公示为准，原开放时间3月1日-10月30日8:30-17:30，17:00停止入场；11月1日-次年2月28日9:00-17：00",3.7,2.5,7,汉中
"兴汉胜境Xinghan Scenic Spot","9:00-18:00",4.3,2.5,88.5,汉中
"佛坪熊猫谷Foping Panda Valley","11/1-12/31 08:00-18:00;1/1-10/31 08:30-17:30",4.2,2.5,25,汉中
"汉中市博物馆Museum of Hanzhong","全年 08:00-18:00",4.6,2.5,0,汉中
"南湖风景区South Lake Scenic Spot","全年 周一,周六-周日 08:30-19:00",3.2,3.5,40,汉中
"西方沟挂壁公路Western Gully Hanging Highway",,4,72,0,汉中
"勉县武侯祠博物馆Wuhou Temple","全年 09:00-17:30",4.5,1.5,55,汉中
"张良庙Zhang Liang Temple","旺季3月-11月8:00-18:00 ；淡季 12月-次年2月8:30-17:30",4.5,1.5,50,汉中
"黎坪森林公园Liping Forest Park","8:00-18:00",4.5,5,110,汉中
"汉中天台国家森林公园Tiantaishan Forest Park","8:00-16:00",4.5,4,27.5,汉中
"朱鹮自然保护区Crested Ibis Nature Reserve","全天开放",4.7,1,40,汉中
"南澳岛Nan'ao Island","全天开放，内部小景点开放时间详情可电话咨询景区。",4.5,108,288,汕头
"莲花峰Lotus Peak","周一-周四9:30-19:30 ，周五-周日9:30-21:00。",4.2,3,68,汕头
"南澳岛宋井Nan'ao Island Song Well","全年 08:00-18:00",3.9,0.75,15,汕头
"总兵府Zongbingfu","8:30-18:00，17:00停止入场。",4,2.5,12,汕头
"金银岛Treasure Island","8:00-17:30",4,2.5,15,汕头
"红海湾旅游区Red Bay Tourist Area","全年 8:00-19:00",3.9,108,8,汕尾
"玄武山（元山寺）Xuanwu Mountain (Yuanshan Temple)","全年 8:30-17:00",4.6,1.5,8,汕尾
"汕尾市博物馆Shanweishi Museum","全年 周二-周日 9:00-17:00",4.3,0.75,0,汕尾
"陆丰市博物馆Lufengshi Museum","全年 周二-周日 9:00-17:00",3.5,2.5,0,汕尾
"上川岛飞沙滩旅游度假区Shangchuan Island Feisha Beach Resort","旺季（4月16日-9月10日）8:00-18:30；淡季（9月11日-次年4月15日）8:00-17:30。",4.4,72,144,江门
"江门古劳水乡旅游区White Pagoda Park","7/15-9/30 09:30-18:00;11/1-12/31 周一-周五 10:00-17:30;11/1-12/31 周六-周日 09:30-17:30;10/1-10/7 09:00-18:30;10/8-10/31 09:30-18:00",4,4.5,169,江门
"开平碉楼文化旅游区Kaiping Diaolou","8:30-17:30",4.4,108,100,江门
"自力村碉楼群Watchtower Group of Zili Village","01/01-12/31 08:40-17:15",4.4,2,78,江门
"立园Liyuan","8:30-17:30",4.3,2.5,100,江门
"赤坎南楼Chikan Building","8:00-17:00",4,1.5,10,江门
"马降龙碉楼群","全年8:30-17:30。",4.4,3,60,江门
"锦江里碉楼群Jinjiangli Towers Group","9:00-17:00，详情以景区公示为准。",4.1,1.5,7,江门
"圭峰山国家森林公园Guifengshan National Forest Park","全年 全天开放",4.5,12,8,江门
"黑沙滩","全年08:00-18:30",4.3,4,20,江门
"马降龙碉楼群Ma-Xianglong Towers Group","8:30-17:30",4.4,2.5,50,江门
"小鸟天堂Bird Paradise","8:00-17:30",4,3,45,江门
"恩平歇马举人村Enping Xiema Graduate Village","9:00-17:30",4.2,1,38,江门
"大雁山Dayan Mountain","全年 7:00-22:00",4.4,1,8,江门
"新会博物馆Xinhui Confucian Temple","周二-周日9:00-17:00，逢周一闭馆（法定节假日和特殊情况除外）。",4.5,1,2,江门
"辽宁省博物馆Liaoning Provincial Museum","4/1-10/31 周二-周日 09:00-17:00;4/1-10/31 周一 全天不开放 ;11/1-3/31 周二-周日 09:30-16:30;11/1-3/31 周一 全天不开放 ;劳动节 09:00-17:00",4.6,2.5,50,沈阳
"张学良旧居Marshal Zhang's Mansion Museum","5/1-10/15 周二-周日 08:30-17:30;10/16-4/30 周二-周日 08:30-17:00;全年 周一 全天不开放 ;中国法定节假日 08:30-17:30",4.6,2,75,沈阳
"沈阳世博园Shenyang Expo Park","3/27-9/21 08:30-16:30;9/22-12/31 08:30-17:00",4.6,3.5,25,沈阳
"“九•一八”历史博物馆September 18th History Museum","营业状态调整频繁，建议提前咨询景区。 开放时间：夏季9:00-17:00（16:30停止入馆），冬季9:00-16:30（16:00停止入馆）；周一闭馆（法定节假日、重要抗战纪念日除外）。",4.8,2.5,0.8,沈阳
"棋盘山Qipan Mountain","全天开放；内部各个小景点开放时间不同，详情可提前电话咨询。",4.6,108,25,沈阳
"沈阳金融博物馆Shenyang Finance Museum","5/1-10/15 周二-周日 08:30-17:00;10/16-4/30 周二-周日 09:00-16:30;全年 周一 全天不开放 ;中国法定节假日 09:00-17:30",4.6,1.5,20,沈阳
"沈阳国家森林公园Shenyang National Forest Park (Northwest Gate)","全天开放",4.6,12,25,沈阳
"新乐遗址博物馆Xinle Ruin Museum","10/15-4/30 周二-周日 09:00-16:30;5/1-10/14 周二-周日 09:00-17:00;全年 周一 全天不开放",4.6,1.5,5,沈阳
"清福陵Fuling Tomb","4月1日-10月31日 8:00-17:00；11月1日-次年3月31日 8:30-16:30。",4.7,3,20,沈阳
"沈飞航空博览园SAC (Shenyang Aircraft Corporation) Aviation Expo Park","全年 周二-周日 08:30-16:00;全年 周一 全天不开放 ;5/1-5/5 08:30-16:00",4.5,1.5,30,沈阳
"赵一荻故居Former Residence of Zhao Yidi","具体开放时间请咨询景区",4.5,1.5,2,沈阳
"关东影视城Guandong Movie City","1/1-12/31 09:00-16:30",4.1,2.5,68,沈阳
"实胜寺Shisheng Temple","全年 8:30-18:00",4.5,0.75,0,沈阳
"沈阳三农博览园Shenyang Sannong Expo Garden","详情请以景区公示为准；原开放时间：8:00-17:00",4.7,4.5,50,沈阳
"东北大学Northeastern University","全天",4.3,2.5,0,沈阳
"1905文化创意园Tiexi 1905 Creative Culture Park","全年 全天开放",4.5,12,0,沈阳
"稻梦空间Rice Field Paintings","5/29-10/17 周一-周五 08:30-17:30;5/29-10/17 周六-周日 08:00-18:00;端午节,中秋节,国庆节 08:00-18:00;10/18-12/31 08:30-17:00",4.6,4.5,60,沈阳
"满清一条街Ancient Street of Man and Qing Dynasty","全天",4.4,3,248,沈阳
"沈阳华夏饮食文化博物馆Zhonghuayinshi Culture Museum","淡季（11月1日-次年3月31日）：9:30-15:30（14:00停止入馆），旺季（4月1日-10月31日）：9:00-20:30（19:00停止入馆）。",3,1.5,11,沈阳
"清宁宫Qingning Palace","全年 周二-周日 10:00-21:00",4.5,0.3,60,沈阳
"方圆大厦","全天",4.3,0.75,0,沈阳
"河间府署Ancient Government Office of Hejian","8:30-17:00",4.5,1.5,34,沧州
"纪晓岚文化园Ji Xiaolan Cultural Park","夏令8:00-18:00，冬令8:00-17:00。",4.1,2,30,沧州
"南大港湿地Nandagang Wetland","3月26日-11月15日8:30-17:30（17:00停止入场），11月16日-次年3月25日8:30-17:00（16:30停止入场）。",4.2,1.5,39.99,沧州
"滨海恒大文化旅游城","9：00-20：00，最晚入园时间 19：00",5,12,99,沧州
"南皮县民俗博物馆Nanpixian Minsu Museum",,5,1.5,0,沧州
"三门海Sanmenhai","9:00-17:00",4.4,2.5,98,河池
"百魔洞Baimo Cave","9:00-17:00",4.5,1.5,78,河池
"巴马百鸟岩Bama Birds Rock","8:30-17:30",4.5,0.75,75,河池
"巴马水晶宫Bama Crystal Palace","8:30-17:30；具体开放时间以景区现场公示为准。",4.6,2.5,128,河池
"盘阳河景区Panyang River","全年 8:30-17:30",4.3,1.5,75,河池
"河池小三峡Hechi Small Three Gorges","9:00-18:00",4.4,3.5,68,河池
"赐福湖Cifu Lake","9:00-18:00；景区内景点及项目开放时间详见景区公告；具体开放时间以景区当日公示为准。",4.4,1,58.1,河池
"刘三姐故居","7:00-18:30",5,2,120,河池
"凤山万寿谷","8:30-17:30",3,2.5,188,河池
