名字,开放时间,评分,建议游玩时间,门票,来源城市
"黔阳古城Qianyang Ancient City","全天开放",4.5,3.5,"{'黔阳古城游玩通票成人票\n\n': ['¥55起'], '黔阳古城游玩通票儿童票\n\n': ['¥30起'], '黔阳古城游玩通票老人票\n\n': ['¥30起']}",怀化
"通道芋头古侗寨Tongdao Yutou Ancient Dong Ethnicity Village","全年 08:00-17:30",4.3,12,"{'芋头侗寨门票成人票\n\n': ['¥35起'], '芋头古侗寨电子导览服务大小同价\n\n': ['¥5起'], '怀化通道皇都侗寨+芋头侗寨+洪江古商城+芷江受降纪念坊纯玩三日游\n\n': ['¥399起']}",怀化
"怀化大峡谷Huaihua Grand Canyon",,3.8,12,"{'怀化大峡谷门票成人票\n\n': ['¥48起']}",怀化
"溆浦枫香瑶寨Xupu Fengxiang Yaozhai","全年 全天开放",4.3,12,"免费进入，内部消费项目另收费。",怀化
"洪江古商城Hongjiang Ancient City","8:00-17:00",4.5,72,"{'洪江古商城门票成人票\n\n': ['¥88起'], '洪江古商城门票优待票\n\n': ['¥45起'], '怀化通道皇都侗寨+芋头侗寨+洪江古商城+芷江受降纪念坊纯玩三日游\n\n': ['¥399起']}",怀化
"黔阳古城芙蓉楼Furong House, Qiangyang Ancient Town","8:00-17:30，具体开放时间详见景区现场公示。",4.4,0.75,"{'黔阳古城游玩通票成人票\n\n': ['¥55起'], '黔阳古城游玩通票儿童票\n\n': ['¥30起'], '黔阳古城游玩通票老人票\n\n': ['¥30起']}",怀化
"通道皇都侗民族文化村Tongdao Dong Nationality Cultural Village","全天",4.1,2.5,"{'通道皇都侗民族文化村游玩套票成人票\n\n': ['¥45起'], '通道皇都侗民族文化村游玩套票优待票\n\n': ['¥25起'], '皇都侗文化村门票成人票\n\n': ['¥45起']}",怀化
"二酉山Eryoushan","8:00-18:00",4.5,3,"{'二酉山门票优待票\n\n': ['¥30起'], '二酉山电子导览服务大小同价\n\n': ['¥6起']}",怀化
"中国人民抗日战争胜利受降纪念馆Memorial Hall of the Victory of the Anti-Japanese War and the Acceptance of the Japanese Surrender","8:30-16:30",4.7,2.5,"凭身份证领票，进入需购买2元保险费用。",怀化
"怀化野生动植物园Huaihua Wildlife Park","全年 09:00-18:00;全年 09:30-17:00",4.1,2.5,"{'怀化野生动植物园门票+萌宠馆+奇葩乐园+冰雪世界+国家地理影像馆票成人票\n\n': ['¥88起'], '怀化野生动植物园门票+萌宠馆+奇葩乐园+冰雪世界+国家地理影像馆票优待票\n\n': ['¥68起'], '怀化野生动植物园电子导览服务大小同价\n\n': ['¥7起']}",怀化
"黄岩生态休闲旅游度假村Baima Scenic Area, Huangyan, Huaihua",,5,12,"68元",怀化
"怒江大峡谷Nujiang Canyon","全年 全天开放",4.7,72,"{'【高端纯玩小团】川西+林芝桃花10日游！打卡牛背山、鱼子西、措普沟、然乌湖、来古冰川、千年古桃树\n\n': ['¥6580起'], '【小团纯玩】川藏10日|成都色达稻城理塘芒康进藏然乌冰川羊湖林芝赏花！三环接送+氧气!车配单反或飞机\n\n': ['¥3180起'], '【川藏线纯玩小团10日】四姑稻城墨石鱼子色达理塘然乌来古东达怒江鲁朗林芝羊卓拉萨！赠三环接早三宝氧气\n\n': ['¥3280起']}",怒江
"丙中洛Bingzhongluo","全年 全天开放",4.8,180,"{'天天发团2人起怒江6日游云南怒江丙中洛老姆登梅里雪山香格里拉滇西北大环线六日游品质纯玩小团\n\n': ['¥3880起']}",怒江
"秋那桶村Qiunatongcun","全年 全天开放",4.8,72,"{'天天发团2人起怒江6日游云南怒江丙中洛老姆登梅里雪山香格里拉滇西北大环线六日游品质纯玩小团\n\n': ['¥3880起']}",怒江
"四季桶村","全天",5,1.5,"免费",怒江
"贡当神山Gongdangshen Mountain","全年 全天开放",4.5,1,"免费",怒江
"雾里村Fog Village","全年 全天开放",4.7,4,"{'天天发团2人起怒江6日游云南怒江丙中洛老姆登梅里雪山香格里拉滇西北大环线六日游品质纯玩小团\n\n': ['¥3880起']}",怒江
"屏山峡谷Pingshan Grand Canyon","全年 08:30-15:30",4.2,12,"{'屏山峡谷+单程船票成人票\n\n': ['¥199起'], '鹤峰屏山峡谷门票+单程船票优待票\n\n': ['¥125起'], '恩施屏山峡谷一日游【上门接送 网红游船打卡 真纯玩无购物】\n\n': ['¥248起']}",恩施
"恩施大峡谷Enshi Grand Canyon","3/1-10/31 08:00-15:30;11/1-2/28 08:00-15:00",4.5,108,"{'恩施大峡谷七星寨景区+云龙地缝+垂梯票+恩施大峡谷扶梯+景区内交通（观光车+缆车）票+恩施大峡谷索道（上行）票学生票\n\n': ['¥292起'], '恩施大峡谷七星寨景区+云龙地缝+垂梯票+恩施大峡谷扶梯+景区内交通（观光车+缆车）票+恩施大峡谷索道（上行）票老人票\n\n': ['¥215起'], '恩施大峡谷七星寨景区+云龙地缝+垂梯票+恩施大峡谷扶梯+景区内交通（观光车+缆车）票+恩施大峡谷索道（上行）票优待票\n\n': ['¥292起']}",恩施
"狮子关旅游区Lion Guan Tourist Area","01/01-12/31 08:00-17:30",4.1,12,"{'狮子关旅游区门票成人票\n\n': ['¥112起'], '狮子关旅游区门票优待票\n\n': ['¥60起'], '狮子关旅游区电子导览服务大小同价\n\n': ['¥7起']}",恩施
"恩施地心谷景区Enshi Dixin Valley Scenic Spot","全年 08:00-15:00",4.4,3.5,"{'恩施地心谷景区（石门河）门票+车票+空中魔毯票大小同价\n\n': ['¥105起'], '恩施地心谷景区（石门河）门票+车票+玻璃桥+空中魔毯+观光电梯票大小同价\n\n': ['¥185起'], '恩施地心谷景区（石门河）门票+车票+空中魔毯+观光电梯票大小同价\n\n': ['¥135起']}",恩施
"腾龙洞风景区Tenglong Cave","全年 08:30-16:00",4.4,2.5,"{'腾龙洞门票老人票\n\n': ['¥75起'], '腾龙洞门票成人票\n\n': ['¥150起'], '腾龙洞门票学生票\n\n': ['¥75起']}",恩施
"恩施土司城Enshi Tusi City","4/1-11/1 07:30-18:00;11/2-3/31 08:00-17:30",4.3,3,"{'恩施土司城门票成人票\n\n': ['¥42起'], '恩施土司城门票优待票\n\n': ['¥21起'], '恩施土司城门票亲子票(1大1小)\n\n': ['¥65起']}",恩施
"神农溪纤夫文化走廊Shennong Stream Qianfu Cultural Tourism Area","全年 08:30-17:30",4.4,2.75,"{'恩施神农溪纤夫文化旅游区门票成人票\n\n': ['¥95起']}",恩施
"龙麟宫Longlin Palace","全年 8:00-18:00",3.9,1.5,"{'龙麟宫门票成人票\n\n': ['¥42起'], '龙麟宫门票儿童票\n\n': ['¥21起'], '龙麟宫门票学生票\n\n': ['¥21起']}",恩施
"云龙河地缝","旺季（3月1日-10月30日）：08:00-16:00；淡季（11月1日-次年2月底）：8:30-15:30。景区有时会对开放时间进行微调，以景区当日公告为准。",4.4,3,"50元",恩施
"恩施土家女儿城Enshi Tujia Daughter City","全年 全天开放",4.2,3,"{'恩施女儿城海洋公园门票成人票\n\n': ['¥49.9起'], '恩施女儿城海洋公园门票儿童票\n\n': ['¥58起'], '土家女儿城手机导游(不含门票)服务成人票\n\n': ['¥9起']}",恩施
"石林","全年 08:00-17:00",3,1.5,"位于矅天眼景区内，需先购买矅天眼景区门票方可进入",恩施
"矅天眼植物园","全年 08:00-17:00",3,1.5,"位于矅天眼景区内，需先购买矅天眼景区门票方可进入",恩施
"古吊脚楼群","全年 周一-周五 08:30-17:00;全年 周六-周日 08:30-17:30",4,2.5,"位于彭家寨旅游景区内，需先购买彭家寨旅游景区门票方可入内。",恩施
"地仙桥","全年 周一-周五 08:30-17:00;全年 周六-周日 08:30-17:30",3,1.5,"位于彭家寨旅游景区内，需先购买彭家寨旅游景区门票方可入内。",恩施
"墨客廊桥","全年 周一-周五 08:30-17:00;全年 周六-周日 08:30-17:30",3,1.5,"位于彭家寨旅游景区内，需先购买彭家寨旅游景区门票方可入内。",恩施
"耍耍街","全年 周一-周五 08:30-17:00;全年 周六-周日 08:30-17:30",3,1.5,"位于彭家寨旅游景区内，需先购买彭家寨旅游景区门票方可入内。",恩施
"摩霄楼","全年 周一-周五 08:30-17:00;全年 周六-周日 08:30-17:30",4,0.75,"位于彭家寨旅游景区内，需先购买彭家寨旅游景区门票方可入内。",恩施
"锣圈岩地质公园矅天眼景区","全年 08:30-17:00",4,2.5,"120元",恩施
"巫峡口景区","全年 08:30-18:00",3,12,"120元",恩施
"猕猴水寨","8:00-17:30",4,1.25,"包含于狮子关景区内，通用于狮子关景区门票，狮子关景区门票120元",恩施
"双月湾Double Moon Bay","周一至周日 8点至17点",4.3,12,"{'双月湾娱乐项目门票成人票\n\n': ['¥685起'], '双月湾小星山浮潜+海钓门票票成人票\n\n': ['¥88起'], '小星山浮潜+海钓门票团队票\n\n': ['¥93起']}",惠州
"巽寮湾Xunliao Bay","1月1日-12月31日 全天开放",4.3,108,"{'巽寮湾海公园水上世界门票成人票\n\n': ['¥84起'], '巽寮湾海公园水上世界门票儿童票\n\n': ['¥64起'], '三角洲岛门票+往返船票成人票\n\n': ['¥118起']}",惠州
"大亚湾Daya Bay","全天开放",4.6,12,"{'大亚湾小鹰嘴滑翔伞飞行体验成人票\n\n': ['¥780起'], '大亚湾滑翔伞票大小同价\n\n': ['¥70起'], '大亚湾小鹰嘴滑翔伞【滑翔伞飞行/专业教练/官方认证】\n\n': ['¥100起']}",惠州
"盐洲岛Yanzhou Island","全年 全天开放",4.3,12,"{'盐洲岛1小时包船出海捕鱼体验成人票\n\n': ['¥270起'], '广州出发惠州盐洲岛、黑排角旅拍滩涂日落、白沙村、双月湾、入住海景房私家小团2日游，不拼团独享专属旅行\n\n': ['¥688起'], '惠州黑排角海岸线徒步一日游（可媲美东西冲+专业户外领队）\n\n': ['¥118起']}",惠州
"惠州西湖Huizhou West Lake","8:00-21:00",4.6,12,"{'惠州西湖荔晴码头小黄鸭/独角兽4人脚踏船票成人票\n\n': ['¥120起'], '惠州西湖荔晴码头8人画舫游船票成人票\n\n': ['¥200起'], '惠州西湖电子导览服务大小同价\n\n': ['¥6起']}",惠州
"广东罗浮山风景名胜区Luofu Mountain","全年 07:00-18:00",4.4,108,"{'罗浮山门票成人票\n\n': ['¥54起'], '罗浮山门票学生票\n\n': ['¥27起'], '罗浮山温泉旅游度假区门票+绵州温泉套票成人票\n\n': ['¥199起']}",惠州
"十里银滩Shili Yintan (Shili Silver Beach)","全天开放",4.5,2,"{'【酒店套餐】阳江海陵岛万豪海陵湾1号网红一线海景+十里银滩\n\n': ['¥139起']}",惠州
"三角洲岛Sanjiaozhou Island","9:00-16:30；具体时间以三角洲岛实际情况为准。",3.8,5,"{'三角洲岛门票+往返船票成人票\n\n': ['¥118起'], '三角洲岛门票+往返船票儿童票\n\n': ['¥60起'], '三角洲岛门票+往返船票双人票\n\n': ['¥388起']}",惠州
"黑排角Heipaijiao Coastline","全年 全天开放",4.5,2.5,"{'惠东黑排角海岸线嬉水穿越徒步1天，宝安龙岗可上车，东西冲同款\n\n': ['¥108起'], '惠州黑排角海岸线徒步一日游（可媲美东西冲+专业户外领队）\n\n': ['¥118起'], '深圳徒步一日游【梅沙尖、七娘山、东西涌/冲、杨梅坑+大雁顶、打鼓嶂、黑排角盐洲岛大南山】8选1\n\n': ['¥68起']}",惠州
"天后宫岭南民俗文化街","全天开放",3.8,2,"免费开放",惠州
"平海古城Pinghai Ancient City","全年 全天开放",3.7,1.5,"{'平海古城电子导览票大小同价\n\n': ['¥7起']}",惠州
"九曲桥Jiuqu Bridge","全年 08:30-21:30",4.7,0.25,"包含在西湖景区，通用西湖景区门票。",惠州
"象头山Elephant Head Mountain","全年 全天开放",4.4,2.5,"{'惠州白鹭湖浪豚尾波冲浪【专业教练/零基础解锁冲浪】\n\n': ['¥1688起']}",惠州
"熊猫黄金海岸Panda Gold Coast","全年 全天开放",4.4,2,"免费",惠州
"海龟自然保护区Turtle National Reserve Areas","5/1-10/15 08:30-17:30;10/16-4/30 08:30-17:00",3.8,2.5,"{'海龟湾直升机空中游览体验大小同价\n\n': ['¥599起'], '广州出发惠州盐洲岛、黑排角旅拍滩涂日落、白沙村、双月湾、入住海景房私家小团2日游，不拼团独享专属旅行\n\n': ['¥688起'], '【酒店套餐】惠州双月湾檀悦豪生温泉酒店海景房、小迪拜看大海+温泉双体验、早餐、畅玩沙滩、无边泳池、\n\n': ['¥579起']}",惠州
"叶挺将军纪念园General Yeting Memorial Park","周二-周日9:00-17:00，16:30停止入场；周一闭园。",4.5,2.5,"免费，需要用身份证换取门票才可进入",惠州
"永记生态园Wing Kee Farm Park","8:30-18:00",4.2,4,"{'永记生态园门票成人票\n\n': ['¥54起'], '永记生态园门票儿童票\n\n': ['¥32起'], '永记生态园门票老人票\n\n': ['¥35起']}",惠州
"三门岛Sanmen Island","全天开放",4.3,108,"{'三门岛星空露营+东冲快艇冲浪+烧烤+浮潜+海誓山盟峰两日游\n\n': ['¥338起']}",惠州
"成都大熊猫繁育研究基地Chengdu Research Base of Giant Panda Breeding","05/01-05/05 07:30-17:00;05/06-12/31 07:30-18:00;01/01-04/30 07:30-18:00",4.6,4,"{'成都大熊猫繁育研究基地门票成人票\n\n': ['¥55起'], '成都大熊猫繁育研究基地门票+往返车票(熊猫基地-成都市区)成人票\n\n': ['¥65起'], '成都大熊猫繁育研究基地+精品包团讲解成人票\n\n': ['¥458起']}",成都
"青城山Qingcheng Mountain","03/01-11/30 08:00-17:00;01/01-02/28 08:00-19:30;12/01-12/31 08:00-17:30",4.6,4,"{'青城山（前山）门票成人票\n\n': ['¥80起'], '青城山前山门票成人票\n\n': ['¥80起'], '青城山（前山）门票儿童票\n\n': ['¥40起']}",成都
"宽窄巷子Kuanzhai Alley","全天开放",4.5,2.5,"{'宽窄巷子五感的建筑隈研吾建筑设计展(成都站)门票大小同价\n\n': ['¥88起'], '三星堆博物馆(成都-三星堆)直通车票大小同价\n\n': ['¥32起'], '宽窄巷子匠人1对1私人导游服务大小同价\n\n': ['¥0.3起']}",成都
"都江堰景区Dujiangyan Irrigation System","3月8日正式恢复开放： 08：00-17：00",4.7,4,"{'都江堰门票成人票\n\n': ['¥80起'], '都江堰门票儿童票\n\n': ['¥40起'], '都江堰门票学生票\n\n': ['¥40起']}",成都
"漫花庄园Manhua Manor","2/11-12/31 08:30-18:00",4.4,3,"{'漫花庄园门票成人票\n\n': ['¥58.8起'], '漫花庄园门票优待票\n\n': ['¥40起'], '漫花庄园门票+写真摄影套票成人票\n\n': ['¥158起']}",成都
"文殊院Wenshuyuan","全年 08:00-17:00",4.6,1.5,"{'文殊院地图定位自动中文讲解门票成人票\n\n': ['¥0.9起'], '文殊院手机导游(不含门票)手绘地图、语音讲解票大小同价\n\n': ['¥3起'], '文殊院拼团人工讲解服务成人票\n\n': ['¥89起']}",成都
"武侯祠Wuhou Shrine","01/01-12/31 09:00-18:00",4.5,2.5,"{'成都武侯祠门票成人票\n\n': ['¥50起'], '成都武侯祠门票优待票\n\n': ['¥25起'], '成都武侯祠门票+人工讲解票成人票\n\n': ['¥108起']}",成都
"西岭雪山Xiling Snow Mountain","全年 09:00-17:30",4.6,4,"{'西岭雪山观景索道往返票成人票\n\n': ['¥120起'], '西岭雪山（成都-西岭雪山)单程直通车（普通车）票大小同价\n\n': ['¥35起'], '西岭雪山（成都-西岭雪山)往返直通车（普通车）票大小同价\n\n': ['¥65起']}",成都
"锦里古街Jinli Ancient Street","全天开放",4.5,2.5,"{'锦里手机智能导游讲解服务大小同价\n\n': ['¥5起'], '武侯祠+锦里包团人工讲解团队票\n\n': ['¥398起'], '【真纯玩】都江堰/三星堆✚熊猫基地1日●矿泉水●可选保姆车\n\n': ['¥119起']}",成都
"杜甫草堂Du Fu's Thatched Cottage","全年 09:00-18:00",4.6,2.5,"{'成都杜甫草堂博物馆门票成人票\n\n': ['¥50起'], '成都杜甫草堂博物馆门票优待票\n\n': ['¥24起'], '成都杜甫草堂博物馆人工讲解服务成人票\n\n': ['¥49起']}",成都
"赵公山Zhaogong Mountain","全年 全天开放",4.6,5,"{'四川成都彭州筋斗云540米高空滑翔伞一日游/专业教练一带一\n\n': ['¥100起'], '四川成都都江堰鱼嘴滑翔伞飞行体验【可选飞行高度/赠送视频摄像】\n\n': ['¥780起'], '万润航空(成都)青城山飞行基地【资深教员一带一飞机飞行体验】\n\n': ['¥499起']}",成都
"桃花故里Taohua Scenic Resort","全年 全天开放",4.6,3.5,"{'桃花故里旅游景区【手机智能导游，不含门票】服务大小同价\n\n': ['¥9起']}",成都
